x,y
-679,790
-254,30
-306,-160
243,836
967,113
-530,132
-504,-899
-494,-211
-382,784
280,-817
490,713
302,662
899,-580
-562,-904
675,-288
-638,40
148,195
-878,-201
44,-155
28,-688
-920,327
-100,66
327,-621
397,872
-673,204
-328,616
331,252
-294,200
384,-868
819,-940
-580,-386
-893,-883
-57,-611
-610,903
-87,678
190,-734
138,-924
200,-46
348,606
-53,262
-714,553
-678,210
194,139
-876,-529
-30,431
405,359
-335,549
840,287
-908,687
-960,497
-559,841
-122,842
-36,616
938,822
748,698
784,355
-964,755
-723,-314
-226,492
149,-385
159,303
925,-918
-815,97
-39,-436
969,-646
-380,25
831,-580
929,-45
-420,626
-811,970
242,-975
-660,385
-538,-184
-41,622
298,88
-814,-82
-666,570
-389,-842
206,499
-643,739
878,-384
-619,-365
-573,-20
-521,170
167,-210
700,253
826,-574
-771,-759
-823,-949
-613,581
-264,735
-214,852
598,-24
-526,-955
-270,920
-394,-836
-582,-887
340,-841
689,-687
-588,-702
711,792
-91,104
122,397
218,859
-940,344
80,925
-545,873
-110,801
-857,-934
-324,-471
81,746
-79,-667
420,212
516,674
-945,350
-508,351
-57,812
605,-789
-211,345
138,499
-800,-50
198,-948
757,736
-894,288
30,407
155,853
814,489
-657,-523
616,-250
662,95
660,22
-410,-646
-598,-697
620,623
-404,300
31,228
430,499
857,-188
242,448
180,-430
140,171
-261,-173
150,859
210,-588
-389,581
48,582
-754,-106
-415,-640
387,48
519,167
233,-419
892,-783
319,-645
764,-29
201,797
-200,453
-112,300
-885,-404
175,-424
951,-957
-799,-630
-500,-563
-480,813
-454,-218
721,-480
-95,654
-496,310
192,-70
627,-142
-684,259
-746,-619
-345,-275
501,685
126,-690
-363,-881
-874,135
910,-608
423,-696
371,-886
-689,-866
279,-475
-633,197
-294,-337
-747,-871
-310,-870
588,280
640,470
-47,-460
-787,-270
-37,228
622,-136
835,157
885,274
520,-413
-540,-393
234,-999
-257,-859
256,480
178,-931
629,-470
-385,-105
938,285
-523,-39
-88,-111
287,-988
297,-300
794,506
-144,-43
-206,-921
744,419
-769,-95
-621,557
67,177
215,829
929,-582
991,296
-861,316
-25,588
594,825
933,291
-590,-911
-221,649
589,-300
-820,-434
-784,-777
924,-576
-922,-711
700,-284
335,-971
-579,-372
-569,316
267,588
-705,455
642,-289
418,3
139,-910
-921,-890
-572,-736
-799,793
-763,450
-424,-84
-362,794
-23,260
21,532
-516,327
-578,-551
356,256
294,-622
791,184
-367,-331
-271,131
653,250
-407,270
-469,-608
-423,-263
262,594
509,471
848,-63
373,610
-28,266
-120,677
279,948
-843,90
-807,-253
65,-324
-883,691
-945,-187
-909,-530
839,-930
-448,619
-849,275
-73,-258
987,-278
-316,738
362,-330
701,-864
-201,496
-602,152
671,425
-790,101
665,610
890,-992
-910,-782
-601,-27
-104,779
323,92
758,20
969,240
-110,964
-733,985
-360,35
476,307
-400,636
436,908
749,-847
-989,241
-652,-366
683,785
960,-627
-307,46
519,-370
868,-216
-784,646
-122,-955
487,846
-198,-11
-589,333
800,-909
-441,985
612,-960
-977,-530
678,791
-891,-756
-394,50
-9,-139
-759,-637
43,51
25,-555
290,-72
-450,118
787,734
360,-831
-700,-811
-578,872
-265,-883
134,-612
729,729
-768,748
140,334
-146,-252
513,-616
-50,210
874,329
-623,348
249,277
-873,-581
319,-482
193,345
243,462
-129,102
520,-950
-494,-585
869,-796
957,-949
-434,220
-596,-862
-638,-334
96,-369
244,283
182,-595
-782,-113
830,-374
-918,26
890,431
988,966
14,760
291,-652
353,226
702,380
790,227
662,981
-140,293
508,514
45,-708
542,98
-857,652
885,437
250,-303
348,232
-738,-969
158,108
533,-769
-876,-903
934,-425
-754,780
970,-768
-770,247
876,-430
-98,-636
-164,996
330,750
801,335
-947,735
-598,889
-225,-61
761,936
298,-286
12,-872
222,658
-890,488
108,-410
884,-943
944,-138
980,-481
407,-343
-982,899
792,-532
852,273
315,68
-425,258
750,-4
760,684
786,-347
-326,-517
161,-399
510,-245
658,407
470,356
-504,150
-556,-40
-69,78
803,7
-997,217
-187,-732
-463,-630
531,982
495,-927
-792,622
-505,-102
271,-635
992,-121
357,-861
854,-55
-571,-722
676,582
-74,84
265,-450
604,-984
423,890
-637,910
710,166
-113,-625
-416,-434
-77,-968
480,643
845,-922
-991,-369
-544,320
-510,-96
763,177
-149,849
-201,659
-738,454
437,192
46,536
-704,38
970,655
132,310
70,-568
471,-224
-954,-891
968,582
-894,-86
780,531
-968,931
30,33
317,-691
866,305
876,993
-585,669
-148,670
678,254
-286,736
-911,684
-969,679
466,-218
963,588
-159,-270
180,-804
390,726
-321,900
713,-341
-297,-204
236,259
575,-275
884,480
493,824
920,137
-106,-259
730,13
105,-39
-208,-536
764,-403
253,613
977,-110
-771,290
-112,-74
915,-988
724,198
-773,217
-675,752
610,-870
500,490
422,-921
408,901
284,-855
593,-100
-157,-598
-710,916
-345,-649
-397,-839
-676,500
-650,-531
926,-449
60,568
-100,-845
-2,-310
397,-39
-479,290
-531,100
-94,101
-34,906
732,-315
-294,-711
-162,-592
77,922
-37,-146
-787,-644
512,850
-879,-233
454,845
-570,522
605,260
204,-84
639,-156
-760,398
-333,-289
503,-17
441,-895
-800,999
-960,-414
-862,121
-375,239
106,512
-276,-536
44,-366
-467,650
221,270
754,733
682,-833
991,-78
-937,886
-999,8
436,-889
897,260
-903,470
-965,-408
-564,-64
-189,-941
180,619
-123,810
-195,-756
154,-602
250,-140
-323,-1
62,-191
124,687
-449,825
898,81
-425,-279
22,410
858,682
359,-197
-264,-176
-665,-520
395,-540
-605,285
-507,820
207,-591
-270,9
165,-63
514,91
-520,-920
610,553
-23,-114
-75,-304
823,846
11,-530
-802,-633
-592,897
-644,707
-367,-705
-305,173
531,445
218,-52
-842,-32
156,-930
505,-776
314,410
906,-432
940,-848
126,359
-363,168
160,-57
-998,-572
-689,183
-591,718
-557,302
-228,-920
680,918
644,-991
-745,251
-320,-509
-162,831
125,107
-847,-26
552,-580
-448,245
-813,-442
296,928
681,739
609,-827
-892,-550
675,924
-351,528
860,-77
-453,251
-114,-283
-104,405
419,180
-216,-560
231,129
-769,954
604,-821
-456,-801
-683,728
-735,538
-871,677
903,-754
-837,261
811,-343
871,462
-652,-740
246,410
-718,892
-247,477
868,-590
-820,615
-435,426
427,-333
523,129
-635,-386
872,283
-477,954
431,540
-388,-509
672,-529
-977,-904
-394,-324
-520,503
426,-585
827,-241
925,294
-424,965
-486,87
-476,775
-111,-790
-674,36
761,-861
-239,-36
-640,-380
535,-642
134,-986
581,-297
-279,565
-331,375
-235,837
42,-575
-982,-898
-32,442
12,714
-962,508
782,366
-376,-149
-280,313
59,-221
243,88
-817,108
-721,570
-945,862
-688,-825
-227,324
-816,-71
679,-163
-720,391
-944,683
481,-902
952,935
-509,611
-82,-76
916,-974
-325,920
-100,-682
662,607
271,951
-140,-81
-202,-959
9,-739
-294,-548
-805,468
542,-276
-709,930
903,669
841,-209
440,-553
-620,-533
-560,272
322,889
845,664
-267,494
62,-728
621,956
-840,632
806,-45
66,145
-507,283
-960,-251
-184,-784
-375,402
303,-666
688,-855
-260,160
-1000,350
-226,-256
-190,-599
708,551
-977,519
57,-722
616,962
544,-604
-516,-584
-907,-240
-45,-999
-111,633
-736,581
-604,700
-828,992
-890,114
-854,-229
-489,458
607,95
-357,577
-856,-302
-419,-301
-28,-645
417,-29
894,-629
944,-512
980,-855
716,38
812,500
750,-378
760,310
-701,-14
786,-721
-152,982
187,448
720,911
-366,-290
470,-18
-530,807
-494,464
843,-968
905,-90
-69,-296
-470,-640
428,510
-648,-3
-151,803
-411,-814
956,-152
-345,937
830,675
-980,197
-693,-527
-196,279
614,-670
824,860
772,670
-288,690
-360,-876
75,-948
173,-413
35,-347
143,876
-929,135
-580,289
-432,941
-396,598
230,-660
-620,890
763,-197
-744,-866
-307,-865
200,629
-435,-111
36,-526
533,280
-780,608
-493,-116
283,-649
4,690
-968,557
343,156
369,-875
928,809
-348,-516
-312,-859
586,291
-911,310
-440,-105
-630,-229
-446,80
242,-300
-670,372
-297,-578
611,-992
447,105
-952,659
-978,-562
980,568
918,-310
-830,90
-20,-859
-922,501
-208,-910
690,240
638,50
-833,-962
385,358
-240,306
7,183
346,-351
-470,783
306,250
-496,-438
340,-166
152,-217
100,-407
649,589
587,-289
-910,-270
-802,953
597,399
-716,727
-387,-495
-479,-84
-170,671
828,-227
614,753
-126,943
650,410
15,-330
-725,-140
-37,-520
-949,152
-913,-191
-290,-212
147,-211
608,938
322,352
-616,-197
-135,76
362,882
-369,-320
639,-530
-263,830
1000,415
260,605
-836,968
-898,90
-862,-253
-523,-787
-375,-135
313,-515
599,71
609,759
-589,845
70,481
856,636
982,-191
221,-104
257,-447
129,307
801,-576
400,-920
959,764
370,369
-752,-489
154,-976
-419,-838
-323,-376
513,-104
-850,107
-475,-770
325,-155
-754,569
822,651
954,770
-230,-966
381,908
-609,169
941,-970
-13,200
-925,872
-648,-540
-266,508
-490,800
-901,-232
659,-683
-81,-493
-644,333
-654,-355
-868,625
627,533
663,190
-736,744
-808,-822
90,328
465,-549
-597,-602
-998,-946
-900,-411
-54,549
373,-138
-627,687
407,-554
710,-745
-192,615
680,544
125,-267
901,-800
51,750
-787,405
-63,-318
-11,-128
388,143
434,488
-636,-180
835,832
-540,282
-941,-62
-165,-595
-53,400
-738,-457
731,482
194,277
240,622
-259,-257
6,226
-447,-308
-335,687
40,-190
938,960
814,-796
922,427
-581,631
185,-590
255,903
682,216
-769,580
-344,-180
380,-903
528,-251
867,-785
-584,-421
1,232
9,847
-590,-236
647,380
-814,56
621,-841
-317,862
-281,519
779,499
-373,930
-445,-636
-497,-826
615,-656
52,170
62,858
964,-502
888,442
-984,-914
-76,924
-40,581
-200,-832
299,47
700,391
770,-368
241,42
-819,62
738,848
-332,180
17,334
392,-543
941,453
-522,56
-496,-975
-450,-630
-147,-821
290,-820
100,-944
-91,242
258,396
695,397
-732,-343
505,273
-904,139
479,-948
966,-830
-870,-277
-423,412
838,-76
-561,478
-663,201
-679,-332
-619,473
-280,-61
243,-286
-478,-800
-468,-112
-129,-646
-320,540
-33,-184
3,-527
454,-66
490,-409
-510,416
-760,-513
148,-927
146,-1000
583,-999
856,99
491,-588
-796,961
-421,84
-920,-795
-910,-107
551,217
363,166
-48,-866
790,-521
926,-660
-549,838
-176,-112
-140,-455
199,-989
107,-578
-857,-96
380,520
-370,22
-360,710
127,828
-801,967
226,53
410,362
210,-450
-501,-276
158,-640
-405,186
-369,-157
-307,721
118,-39
-96,941
-70,-90
766,182
461,300
-651,130
273,249
-414,-681
181,660
893,-824
366,-341
-947,-13
949,239
-111,259
264,-618
324,187
821,993
-702,-209
84,-54
910,-470
160,-968
-900,-948
8,890
880,819
-982,151
-495,269
-120,-608
-60,197
263,-870
-797,-850
822,814
-587,680
-747,-733
-613,-541
-238,834
-152,608
720,537
658,-341
-839,-322
-504,-598
-434,895
-69,-670
-7,208
777,290
-536,618
-500,275
-562,-603
300,890
-65,203
807,132
-690,151
425,-916
-816,978
531,234
-782,562
830,301
916,75
-144,95
-134,783
-160,-438
231,-782
790,902
666,-854
-74,-664
864,-115
538,-100
173,-787
522,-633
295,896
973,-172
-400,-649
420,-910
532,85
-432,567
440,496
378,-382
326,-572
789,650
-53,563
635,183
-399,-828
783,835
62,321
36,-900
523,-782
970,-93
-441,-300
-894,-834
770,-905
-36,917
-723,-13
-529,984
488,-618
-877,-480
21,670
-380,326
458,671
-855,999
-193,-602
304,204
791,322
-295,-879
-137,461
-297,-952
-199,-417
-814,219
946,610
920,-611
944,537
980,194
-429,60
-830,-284
756,486
-617,9
105,-787
263,553
289,-478
-807,-115
201,-325
-823,-648
-737,-874
-388,-720
562,620
109,86
-366,759
-875,-808
632,-139
-470,409
-309,512
-720,-520
399,-714
860,435
120,625
397,-787
-904,302
-575,-920
958,970
930,-324
-469,230
900,965
614,379
736,-190
-725,-514
-37,-894
574,980
460,-88
851,-432
913,446
947,30
983,-313
420,513
-79,-366
19,169
516,975
-981,994
-893,841
-554,307
-267,-417
-119,235
-171,45
-145,-986
605,-488
352,-180
190,990
138,800
1000,41
-704,713
-427,-699
10,-698
748,-961
846,-426
-964,-904
-467,-98
369,174
866,980
814,790
67,-945
215,-293
-835,415
620,924
-163,-468
370,-5
308,-883
430,800
466,457
-604,-211
-219,-400
581,215
-295,544
703,-354
-758,-678
-748,10
-982,-386
-824,954
960,211
-451,4
-76,-873
457,-410
319,-344
-984,672
-260,-51
227,67
-112,601
-895,-791
-494,-447
39,16
-799,-329
-961,841
-925,498
-987,-380
474,-56
919,560
-927,425
-490,426
382,355
-706,-919
130,-647
166,-990
218,-800
-283,904
-684,560
679,349
-285,831
-970,-26
-473,780
-874,436
-160,-975
864,-652
910,-307
331,16
-659,-723
-386,375
-849,-847
-636,-554
-129,940
-550,-780
757,-923
-642,-369
970,-630
-207,-441
-770,385
-299,-30
50,124
389,-410
435,-35
-677,-205
-529,447
744,720
67,478
-334,134
-308,-897
590,253
-809,807
-923,-261
-472,200
-775,391
-97,-677
775,-748
-963,340
723,-938
-127,612
150,-800
-538,-420
308,540
-752,560
-155,-682
-93,196
-291,-543
-854,283
-820,-133
-96,-856
497,412
-912,278
-974,-600
-573,-256
-425,396
-40,207
299,-327
638,-861
333,-743
-240,-605
205,11
293,-142
-480,-846
642,12
738,474
-332,-194
951,767
889,-111
-460,560
-674,-712
-167,782
-141,-249
310,212
-463,-492
-143,-322
755,828
693,-50
-716,-184
-870,-651
28,499
413,310
2,-722
351,-568
561,962
-160,448
848,238
900,428
650,-501
460,-625
-619,99
556,-163
-416,-296
-817,-640
-468,-486
644,-316
654,372
516,438
-510,42
-412,577
-125,-147
372,659
737,-906
-201,797
-628,-768
234,725
260,-306
-329,-701
569,449
-457,53
475,787
-210,-70
-611,-414
419,855
295,-901
-278,-763
71,-609
-795,408
-709,182
-422,-542
476,608
-87,-818
374,331
410,-12
-712,-870
907,794
-153,814
-313,-599
621,208
559,-670
960,-326
-291,880
-353,2
717,670
994,-742
82,-70
-96,567
-507,-465
-10,341
872,958
-938,480
-128,-469
560,-849
-13,-711
546,973
181,286
570,-131
-829,423
-480,577
179,213
955,-320
-19,-526
330,-372
-582,300
-983,-44
-726,521
360,-530
-265,-582
561,-998
-489,-290
94,290
443,444
966,219
-94,239
852,-849
664,-900
874,630
650,922
285,235
572,-489
622,-372
95,111
967,40
-59,-356
-570,660
-971,316
-197,-290
833,979
-690,-223
20,876
-844,-690
-980,-551
-970,137
-545,-623
702,681
-100,-7
449,989
788,455
-236,132
423,-232
-176,937
235,-283
574,-817
-765,542
542,399
881,-135
-482,76
-544,-802
-432,193
5,194
292,-530
779,-412
-87,605
348,533
286,-345
625,-879
-738,-668
98,-396
-303,-740
210,599
158,409
-527,-448
691,872
-40,-330
-441,-674
-30,358
6,15
457,476
431,-745
379,-935
503,821
629,-6
-569,80
-872,271
840,214
892,404
-98,-335
-226,419
488,-992
925,-991
-75,-166
-476,-510
-39,-509
422,640
119,831
-380,-48
47,-735
620,-873
554,759
883,-463
-907,435
929,-118
945,415
991,760
853,826
791,-52
-608,502
647,169
-860,-500
-265,841
884,-642
-830,-658
818,990
417,646
16,302
157,-971
690,-508
700,180
698,107
65,-560
-675,-370
510,56
-63,194
69,313
468,584
905,585
-566,-427
681,877
280,533
316,190
655,-344
707,-154
-596,862
-319,-550
-283,-893
751,118
-161,790
152,-965
501,-811
613,184
-786,738
-716,-21
798,-817
-950,-417
-842,806
80,852
768,472
-232,-955
-733,749
77,-200
-791,744
384,482
759,-395
-79,-740
-981,620
190,616
-836,220
-800,-123
-497,-314
0,492
461,-611
-928,631
-589,97
-553,-246
968,883
-503,-129
656,-924
-743,-370
866,606
-210,93
678,555
-150,898
-444,-303
-835,41
287,899
626,365
27,-718
-252,621
-440,570
-630,446
-542,293
-97,909
-221,-847
765,150
-199,632
-261,-246
-824,580
-389,508
-830,765
-44,920
720,-374
-20,-184
-731,-10
878,966
105,262
-635,452
141,-81
690,915
764,-102
-200,380
-823,401
-773,518
-240,981
-875,241
-865,929
747,668
685,-210
284,-554
721,-553
781,252
-582,463
429,-954
988,730
926,-148
-936,-816
-499,-815
-377,868
-100,-544
-403,-353
-976,-215
331,-358
-729,-338
-972,658
-747,-944
640,397
-857,416
-821,73
-162,-291
526,-671
-787,-343
-350,-342
460,961
-290,463
887,274
-570,823
579,-660
50,-250
-276,-235
-529,73
195,-650
-707,710
-220,828
93,-927
103,-239
215,756
163,566
528,-999
-472,-174
-436,-517
973,-383
-660,-225
933,218
-137,-450
-965,-107
871,-660
298,-522
745,167
404,628
743,94
-718,-230
-169,766
180,920
-854,-91
-916,-969
792,-768
513,571
-912,-96
22,711
-603,659
207,-290
267,515
-366,-152
-757,192
606,-19
131,654
-13,875
412,115
422,803
448,-228
909,921
883,-300
-177,-280
284,869
-81,182
-367,-404
-209,936
-842,269
-956,-799
-58,351
38,813
64,-218
525,931
962,932
-465,192
-90,-685
213,-876
311,-341
-314,-393
121,-465
-280,-809
-791,207
556,-537
-807,-326
-468,-860
-346,823
-320,-208
-372,-398
464,-126
-474,-675
825,819
424,475
763,-59
520,937
-540,957
-504,614
-738,218
-69,542
260,-680
645,-869
-642,680
46,300
70,-804
-944,-439
603,-341
551,-531
942,-875
76,142
511,70
-647,-445
886,-807
-124,-670
-364,-911
123,-793
231,430
-404,-310
380,-228
877,578
-871,978
414,-644
-933,100
-558,-777
476,234
-837,562
913,235
338,300
723,111
749,-920
907,420
-600,-249
-991,95
-215,-438
-153,440
220,-510
-840,-490
657,-509
-754,-716
-744,-28
920,-99
82,-444
-784,573
-497,-151
-445,39
-106,-495
-96,193
427,-32
924,774
-537,450
638,188
-200,-157
-326,670
770,307
197,445
546,599
-256,-89
293,907
570,-505
-829,49
955,-694
-332,855
488,594
-512,-833
787,661
-588,111
100,-269
597,537
633,194
232,-150
-828,-130
719,-32
-768,675
-732,332
-680,522
-403,-890
443,70
880,71
-32,743
650,548
-491,394
624,-673
720,-211
931,9
-478,-125
-530,-315
-468,563
456,682
681,-920
454,609
63,953
-622,96
-596,-935
935,882
873,4
-197,-664
188,-853
240,-663
-852,573
-878,-648
54,86
-8,-792
80,-945
393,-448
-519,224
-910,568
-144,-653
481,-601
890,358
-387,343
-48,-191
291,-725
-210,979
850,959
-140,220
538,-848
634,-386
670,-729
-669,630
785,-971
604,903
532,-663
-179,-489
480,-853
-93,-715
404,91
-558,646
697,313
-774,-699
463,-83
220,913
-840,933
970,-841
-405,861
-379,-170
-40,-704
467,790
395,-776
343,-966
-70,585
-559,394
-184,-483
766,857
840,-160
-757,-345
-98,-709
688,-554
-661,117
-651,805
-286,-760
774,-780
560,200
985,-560
-763,-160
-266,646
83,800
883,-837
-953,-284
-855,251
-71,333
-111,934
-173,56
-225,-134
110,-410
134,738
848,-673
-890,415
321,-190
469,462
-46,-950
-619,-812
716,339
-745,15
-807,-863
253,-883
750,-77
65,-934
-162,595
624,750
901,-662
-751,200
-803,10
-865,-868
-428,-867
434,626
520,400
-632,831
-257,-46
-309,-236
803,-66
96,981
60,-928
573,411
-826,965
182,755
860,-313
830,976
854,-128
-884,960
-170,-451
802,-318
275,165
77,-574
736,-938
235,766
670,694
947,-718
420,-235
759,-769
907,-117
845,-995
855,-307
917,571
344,709
-57,365
-458,21
230,-359
-149,776
-612,-446
964,-364
948,-897
-740,308
-365,-569
872,47
810,-831
832,648
431,304
-629,324
369,-574
754,-763
876,920
-934,442
241,180
626,-9
-406,-220
857,-635
180,-877
791,997
-670,673
-295,-204
-538,792
-600,-86
150,412
479,-810
48,135
108,940
-978,-261
-830,391
792,818
-617,684
-20,-558
-731,-384
-984,-76
141,-455
690,541
638,351
227,-681
-336,145
-388,-45
161,951
536,74
875,-460
909,-876
-29,827
346,-50
284,-928
444,485
-522,894
-157,-671
192,-517
741,479
689,289
-720,155
-772,-35
627,-589
-285,83
162,772
491,-450
527,-793
597,700
-910,31
649,890
-38,-40
397,-112
-479,217
-719,-24
-170,972
-972,284
239,-321
-386,-373
789,-635
-290,89
-672,-959
835,-290
322,653
456,845
829,-105
657,377
-171,720
-145,-311
-898,391
-960,-487
-924,-830
-487,-829
-461,392
560,-337
159,-681
317,659
-621,110
616,726
965,880
991,-151
660,998
-759,176
-749,864
-410,330
-502,741
-574,-825
-163,207
212,-670
-41,-362
-752,-188
641,-557
-856,-538
589,-747
513,197
-886,751
888,-680
-912,-470
-14,680
-415,336
421,608
698,-804
171,-321
-20,865
293,-890
764,947
-208,814
79,90
504,-670
951,19
-23,-187
422,429
-648,-239
-891,757
310,-536
-750,-516
-91,-880
258,-726
-243,978
122,-587
320,152
531,372
619,219
-904,-983
-68,-711
940,-921
926,901
499,-664
373,163
-591,645
331,691
-354,-166
143,640
-258,296
420,-772
-721,-926
482,106
-482,588
-873,932
464,-500
979,912
-350,707
-975,655
520,563
-201,49
-941,239
-612,-983
174,-828
757,-248
-632,994
970,45
132,-300
441,455
40,111
-960,936
814,-495
-986,-285
626,-546
435,640
383,450
784,794
-683,655
-907,947
538,738
-933,-274
867,-484
973,666
-400,189
-159,-880
35,117
532,923
-728,131
58,286
144,60
591,749
-880,-263
-932,-453
-383,543
-543,-870
964,-201
453,815
391,-63
427,-406
487,399
-974,75
-198,-458
-40,882
-823,-510
-665,830
-727,-48
-579,604
-444,-514
7,-53
444,-52
-358,-740
-9,-586
-147,-520
761,-934
719,-406
-1,-920
729,282
156,420
94,-458
-956,250
-930,-781
443,-304
870,-991
-531,-510
-996,851
726,-770
499,759
-561,779
-685,-977
213,173
-90,364
736,-52
-280,240
157,241
-468,189
-442,-842
394,-570
-813,908
-760,-212
451,-817
-289,-627
-690,-971
260,369
208,179
609,523
-914,-679
-730,-370
-233,436
44,-976
830,-821
952,862
-894,727
-108,882
-707,-201
301,-411
-950,795
-637,-960
225,533
-515,723
-140,-154
-364,138
-25,-396
568,872
604,529
354,-400
-620,-606
-524,-144
-175,10
-87,-143
252,-677
322,816
749,129
809,934
845,591
-678,-611
960,349
22,-200
519,606
56,-616
954,534
902,344
-122,21
375,827
-36,-205
-625,-600
-200,892
273,550
-300,688
-789,497
484,770
83,426
-380,-796
-891,220
-506,31
893,-523
356,-728
416,77
739,-990
238,714
-548,559
-271,-853
-209,25
-163,370
-137,-661
-700,165
262,-390
360,145
38,-98
910,-169
68,-256
407,-790
315,-379
-350,170
-839,-21
-803,-364
-402,-20
95,786
147,976
372,-626
520,26
-442,581
-931,390
-905,-641
280,-215
803,-440
813,248
579,-148
613,-564
-786,-10
24,-959
182,381
-6,330
419,-430
-970,812
-535,740
-206,-482
-110,-20
77,-948
538,201
-541,925
137,-143
574,-142
-304,114
-989,-743
480,196
-929,62
-396,525
753,-958
-810,693
-435,-184
-738,7
-339,278
970,208
-876,73
132,-137
908,-670
-379,879
6,690
-154,-723
247,-379
309,499
405,961
369,-948
629,669
770,-604
832,274
-194,-122
876,546
740,685
-348,-589
-338,99
113,560
-877,-179
-380,627
-969,232
356,695
242,-373
-660,987
765,-598
-137,762
104,-307
-261,-994
541,-306
298,690
539,-379
575,-722
601,499
673,-187
509,910
447,32
473,-999
-978,-635
756,787
-679,-568
-244,-640
-234,48
-208,-983
105,-486
193,-639
263,854
977,-557
786,629
-336,-229
-961,-281
-925,-624
-125,-9
-865,181
-89,-352
971,-372
69,988
843,382
-217,402
-618,58
941,917
-522,520
244,-701
-658,659
-720,-219
501,-136
-411,536
587,-362
-325,310
-387,-568
122,999
930,-23
-130,-3
295,-763
-667,-208
680,-952
828,-300
-232,-280
265,526
614,680
51,-746
512,403
460,213
548,60
947,331
-416,542
-175,-527
296,-942
-764,-922
605,-187
204,-531
691,-413
-263,757
537,-880
375,290
-365,480
-62,289
471,752
409,-126
-553,429
70,408
836,-813
-503,546
257,-520
307,-403
692,-592
-707,-38
-809,-315
989,-598
-35,-921
462,-115
-841,901
-163,-167
933,-530
709,-238
-752,-562
805,224
-265,-444
-219,-99
-718,-978
743,-654
667,290
-600,963
-982,-85
88,583
-485,721
960,512
-212,-433
-605,-162
-392,131
-366,-900
267,-233
470,-628
-270,-438
-885,198
875,589
412,-633
-875,916
-490,727
-213,-685
96,70
182,-156
218,-499
679,650
-782,326
-6,-207
100,943
962,184
-597,-675
772,60
-976,460
710,-818
279,127
217,-751
-893,-818
-883,-130
-873,558
-37,830
-350,333
-109,-736
101,794
51,677
326,-808
450,948
486,605
-550,-479
-165,-668
270,-740
-740,-603
-694,-258
-145,738
970,-329
-259,-330
-832,-192
-395,-191
30,-951
-12,-453
349,492
626,-920
882,955
-615,974
-687,-592
-641,-247
820,77
682,143
-717,697
-440,-715
380,-976
153,553
528,-324
-969,-305
929,20
-35,502
-446,-530
400,430
-963,641
811,-790
-343,-432
154,374
980,-42
-820,168
964,-575
-349,-247
-10,-781
826,-509
-198,-832
-102,-370
-675,-232
-270,985
444,-426
290,-893
350,-88
-187,-293
821,-503
-802,343
-768,-73
218,924
-271,733
-183,580
495,-488
557,390
880,-677
932,-487
28,800
752,77
2,-421
-90,-10
-152,-888
-314,282
-340,-939
-567,590
-290,-822
-228,56
-218,744
121,210
217,672
-817,-339
219,745
548,-477
-320,467
-382,-411
-434,-601
19,-67
-231,-996
648,858
987,324
398,-71
-263,220
-237,-811
-628,-467
-800,15
-131,339
705,611
982,-801
-730,-744
517,560
-233,62
942,-200
890,-390
952,488
-134,-713
978,-543
-12,970
14,-61
317,-252
353,-595
449,-133
-513,422
-575,-456
722,965
-739,641
-328,-579
133,570
-330,-652
995,-189
-466,-513
406,-584
805,-313
-594,241
414,31
226,-20
364,-56
-409,-760
150,924
114,-985
595,-712
717,971
457,-646
954,160
-846,370
-908,-508
391,986
-10,642
-72,-236
365,-235
840,-908
461,227
-224,-630
-503,709
560,-548
646,-774
458,-825
179,514
518,-20
330,-71
-644,-277
-450,720
238,340
567,-882
-239,940
-864,888
134,-10
-890,-333
232,525
509,-887
-455,-405
870,58
479,402
68,-630
-485,884
-50,812
-797,-923
-248,73
-659,-959
-162,-153
562,-876
-376,827
-350,-204
658,-414
59,755
434,-122
-306,68
-530,360
280,-589
-121,-933
829,407
-570,961
-622,771
777,217
899,-352
-562,-676
-760,837
-191,957
547,694
120,-871
297,-235
882,418
577,536
-920,555
-545,-322
353,828
-48,484
-769,-30
666,-927
762,-465
189,-327
686,479
-963,104
420,-983
594,890
-466,910
-518,720
354,649
841,767
727,-301
200,182
651,643
250,299
-712,854
661,-921
783,762
-339,-96
-740,-440
-401,-974
-902,730
994,982
457,777
770,-978
928,362
-569,381
-960,725
-224,793
-687,-429
-911,-137
-414,669
-815,325
-75,135
386,-968
-420,854
-143,-558
304,131
-173,731
-235,-147
489,-870
637,-218
976,-752
-363,607
413,74
848,2
946,537
980,121
-46,-275
381,-962
105,-860
263,480
289,-551
977,-931
-701,962
-372,-260
-336,-603
-274,275
-428,-192
-69,680
340,-613
-562,747
-944,-301
-910,-717
76,280
-413,89
120,552
397,-860
271,-33
305,-449
-222,34
666,496
614,306
213,-38
762,958
-37,-967
476,372
-889,510
-462,-177
885,-921
410,-248
759,-94
907,558
793,-510
-616,-644
378,968
815,969
-836,521
-122,-890
0,793
36,450
872,722
132,912
-563,-633
-964,-977
-66,173
30,635
744,-776
-753,-757
-743,-69
-595,583
-256,49
-444,-1
-450,183
-939,-8
-440,871
238,-197
360,-766
430,727
-542,594
170,-890
180,-202
667,-84
-732,470
479,-135
-850,-340
-415,-412
483,738
760,-674
918,666
-392,-243
-697,-125
-609,-278
-771,892
-200,681
227,-6
724,800
-460,-936
-362,-401
151,938
-927,352
-151,-181
-967,953
-95,882
531,-376
130,-720
340,810
-684,487
-844,-926
54,224
90,-119
926,153
962,-190
433,220
371,-658
